"","haul_join","fish_length","frequency","sex","survey","haul_num","cruise_join","catch_join","vessel","cruise","haul","start_lat","start_lon","end_lat","end_lon","stratum","stratum_area","stratum_min_depth","stratum_max_depth","stratum_descr","stratum_area_name","stratum_type","domain","density","gear_perf","satisf_gear_perf","gear_perf_note","gear_depth","bottom_depth","surface_temp","gear_temp","distance_fished","net_width","species_code","common_name","scient_name","weight","num_of_fish","effort_km2","weight_cpue","num_cpue","download_date"
"13",-19844,590,2,"Female","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"14",-19844,620,2,"Female","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"15",-19844,670,1,"Female","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"16",-19844,870,1,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"17",-19844,270,5,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"18",-19845,200,2,"Female","NBS",2019,-728,-568106,94,201902,80,60.66753,-168.67325,60.66724,-168.72659,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,10.6,2.925,16.235,21720,"Pacific cod","Gadus macrocephalus",2.34,35,0.047487375,49.276255,737.0380022,"4-Oct-19"
"19",-19845,210,3,"Female","NBS",2019,-728,-568106,94,201902,80,60.66753,-168.67325,60.66724,-168.72659,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,10.6,2.925,16.235,21720,"Pacific cod","Gadus macrocephalus",2.34,35,0.047487375,49.276255,737.0380022,"4-Oct-19"
"20",-19846,250,1,"Female","NBS",2019,-728,-568138,94,201902,81,60.67605,-169.34569,60.66173,-169.38473,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",40,42,11.3,7.5,2.667,16.061,21720,"Pacific cod","Gadus macrocephalus",13.74,23,0.042834687,320.7680728,536.9480113,"4-Oct-19"
"21",-19485,830,1,"Female","NBS",2019,-729,-570072,162,201902,1,62.30649,-175.3341,62.32673,-175.30397,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",77,80,10.3,0.2,2.741,18.719,21720,"Pacific cod","Gadus macrocephalus",50.2,14,0.051308779,978.3900724,272.8577891,"4-Oct-19"
"22",-19486,710,1,"Male","NBS",2019,-729,-570122,162,201902,2,62.33363,-174.59758,62.33661,-174.54587,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",68,71,10.3,-0.5,2.707,17.93,21720,"Pacific cod","Gadus macrocephalus",53.4,17,0.04853651,1100.202713,350.2518001,"4-Oct-19"
"23",-19487,410,1,"Female","NBS",2019,-729,-570128,162,201902,3,62.3338,-173.89003,62.33469,-173.83671,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",61,64,10.2,0.3,2.773,17.924,21720,"Pacific cod","Gadus macrocephalus",83.358,43,0.049703252,1677.113602,865.1345389,"4-Oct-19"
"24",-19487,450,3,"Male","NBS",2019,-729,-570128,162,201902,3,62.3338,-173.89003,62.33469,-173.83671,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",61,64,10.2,0.3,2.773,17.924,21720,"Pacific cod","Gadus macrocephalus",83.358,43,0.049703252,1677.113602,865.1345389,"4-Oct-19"
"25",-19487,580,2,"Female","NBS",2019,-729,-570128,162,201902,3,62.3338,-173.89003,62.33469,-173.83671,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",61,64,10.2,0.3,2.773,17.924,21720,"Pacific cod","Gadus macrocephalus",83.358,43,0.049703252,1677.113602,865.1345389,"4-Oct-19"
"26",-19487,710,1,"Female","NBS",2019,-729,-570128,162,201902,3,62.3338,-173.89003,62.33469,-173.83671,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",61,64,10.2,0.3,2.773,17.924,21720,"Pacific cod","Gadus macrocephalus",83.358,43,0.049703252,1677.113602,865.1345389,"4-Oct-19"
"27",-19488,230,1,"Male","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
"28",-19488,430,1,"Female","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
"29",-19488,510,1,"Male","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
"30",-19488,550,1,"Male","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
"31",-19488,640,1,"Male","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
"32",-19488,700,1,"Female","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
"33",-19489,490,1,"Female","NBS",2019,-729,-570204,162,201902,5,62.33659,-172.47037,62.31981,-172.43258,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",52,55,10.8,0.5,2.708,17.219,21720,"Pacific cod","Gadus macrocephalus",31.46,19,0.046629052,674.6866739,407.4712906,"4-Oct-19"
"34",-19489,520,1,"Female","NBS",2019,-729,-570204,162,201902,5,62.33659,-172.47037,62.31981,-172.43258,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",52,55,10.8,0.5,2.708,17.219,21720,"Pacific cod","Gadus macrocephalus",31.46,19,0.046629052,674.6866739,407.4712906,"4-Oct-19"
"35",-19490,220,1,"Male","NBS",2019,-729,-570227,162,201902,6,62.02148,-172.37513,61.99734,-172.36694,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",53,56,10.7,0.6,2.717,16.946,21720,"Pacific cod","Gadus macrocephalus",101.65,43,0.046042282,2207.753299,933.92417,"4-Oct-19"
"36",-19490,470,1,"Male","NBS",2019,-729,-570227,162,201902,6,62.02148,-172.37513,61.99734,-172.36694,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",53,56,10.7,0.6,2.717,16.946,21720,"Pacific cod","Gadus macrocephalus",101.65,43,0.046042282,2207.753299,933.92417,"4-Oct-19"
"37",-19490,560,1,"Female","NBS",2019,-729,-570227,162,201902,6,62.02148,-172.37513,61.99734,-172.36694,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",53,56,10.7,0.6,2.717,16.946,21720,"Pacific cod","Gadus macrocephalus",101.65,43,0.046042282,2207.753299,933.92417,"4-Oct-19"
"38",-19490,870,1,"Female","NBS",2019,-729,-570227,162,201902,6,62.02148,-172.37513,61.99734,-172.36694,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",53,56,10.7,0.6,2.717,16.946,21720,"Pacific cod","Gadus macrocephalus",101.65,43,0.046042282,2207.753299,933.92417,"4-Oct-19"
"39",-19491,180,3,"Male","NBS",2019,-729,-570256,162,201902,7,61.97314,-171.65201,61.99733,-171.6596,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.8,0.8,2.717,17.431,21720,"Pacific cod","Gadus macrocephalus",138.49,85,0.047360027,2924.195968,1794.76249,"4-Oct-19"
"40",-19491,200,4,"Female","NBS",2019,-729,-570256,162,201902,7,61.97314,-171.65201,61.99733,-171.6596,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.8,0.8,2.717,17.431,21720,"Pacific cod","Gadus macrocephalus",138.49,85,0.047360027,2924.195968,1794.76249,"4-Oct-19"
"41",-19491,210,1,"Female","NBS",2019,-729,-570256,162,201902,7,61.97314,-171.65201,61.99733,-171.6596,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.8,0.8,2.717,17.431,21720,"Pacific cod","Gadus macrocephalus",138.49,85,0.047360027,2924.195968,1794.76249,"4-Oct-19"
"42",-19491,230,2,"Female","NBS",2019,-729,-570256,162,201902,7,61.97314,-171.65201,61.99733,-171.6596,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.8,0.8,2.717,17.431,21720,"Pacific cod","Gadus macrocephalus",138.49,85,0.047360027,2924.195968,1794.76249,"4-Oct-19"
"43",-19491,420,3,"Female","NBS",2019,-729,-570256,162,201902,7,61.97314,-171.65201,61.99733,-171.6596,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.8,0.8,2.717,17.431,21720,"Pacific cod","Gadus macrocephalus",138.49,85,0.047360027,2924.195968,1794.76249,"4-Oct-19"
"44",-19491,430,1,"Female","NBS",2019,-729,-570256,162,201902,7,61.97314,-171.65201,61.99733,-171.6596,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.8,0.8,2.717,17.431,21720,"Pacific cod","Gadus macrocephalus",138.49,85,0.047360027,2924.195968,1794.76249,"4-Oct-19"
"45",-19493,210,1,"Male","NBS",2019,-729,-570307,162,201902,9,62.34143,-171.07285,62.33503,-171.02161,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",40,43,10.9,0.7,2.756,17.212,21720,"Pacific cod","Gadus macrocephalus",141.062,76,0.047436272,2973.715978,1602.149511,"4-Oct-19"
"46",-19493,480,3,"Female","NBS",2019,-729,-570307,162,201902,9,62.34143,-171.07285,62.33503,-171.02161,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",40,43,10.9,0.7,2.756,17.212,21720,"Pacific cod","Gadus macrocephalus",141.062,76,0.047436272,2973.715978,1602.149511,"4-Oct-19"
"47",-19493,550,2,"Female","NBS",2019,-729,-570307,162,201902,9,62.34143,-171.07285,62.33503,-171.02161,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",40,43,10.9,0.7,2.756,17.212,21720,"Pacific cod","Gadus macrocephalus",141.062,76,0.047436272,2973.715978,1602.149511,"4-Oct-19"
"48",-19494,240,1,"Female","NBS",2019,-729,-570339,162,201902,10,62.01016,-170.98117,61.9857,-170.97512,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",47,50,10.9,0.7,2.737,17.365,21720,"Pacific cod","Gadus macrocephalus",114.54,44,0.047528005,2409.947567,925.769975,"4-Oct-19"
"49",-19494,510,1,"Female","NBS",2019,-729,-570339,162,201902,10,62.01016,-170.98117,61.9857,-170.97512,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",47,50,10.9,0.7,2.737,17.365,21720,"Pacific cod","Gadus macrocephalus",114.54,44,0.047528005,2409.947567,925.769975,"4-Oct-19"
"50",-19494,630,1,"Female","NBS",2019,-729,-570339,162,201902,10,62.01016,-170.98117,61.9857,-170.97512,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",47,50,10.9,0.7,2.737,17.365,21720,"Pacific cod","Gadus macrocephalus",114.54,44,0.047528005,2409.947567,925.769975,"4-Oct-19"
"51",-19494,670,1,"Female","NBS",2019,-729,-570339,162,201902,10,62.01016,-170.98117,61.9857,-170.97512,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",47,50,10.9,0.7,2.737,17.365,21720,"Pacific cod","Gadus macrocephalus",114.54,44,0.047528005,2409.947567,925.769975,"4-Oct-19"
"52",-19494,790,1,"Male","NBS",2019,-729,-570339,162,201902,10,62.01016,-170.98117,61.9857,-170.97512,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",47,50,10.9,0.7,2.737,17.365,21720,"Pacific cod","Gadus macrocephalus",114.54,44,0.047528005,2409.947567,925.769975,"4-Oct-19"
"53",-19507,180,1,"Male","NBS",2019,-729,-570465,162,201902,13,64.64538,-166.8071,64.66917,-166.82952,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",22,25,12.8,11.9,2.853,14.38,21720,"Pacific cod","Gadus macrocephalus",0.45,9,0.04102614,10.96861659,219.3723319,"4-Oct-19"
"54",-19579,200,1,"Female","NBS",2019,-729,-570501,162,201902,14,64.66144,-167.60254,64.68635,-167.60933,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",27,30,8.8,8.5,2.787,14.936,21720,"Pacific cod","Gadus macrocephalus",367.38,112,0.041626632,8825.599919,2690.5852,"4-Oct-19"
"55",-19579,700,1,"Male","NBS",2019,-729,-570501,162,201902,14,64.66144,-167.60254,64.68635,-167.60933,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",27,30,8.8,8.5,2.787,14.936,21720,"Pacific cod","Gadus macrocephalus",367.38,112,0.041626632,8825.599919,2690.5852,"4-Oct-19"
"56",-19579,810,1,"Male","NBS",2019,-729,-570501,162,201902,14,64.66144,-167.60254,64.68635,-167.60933,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",27,30,8.8,8.5,2.787,14.936,21720,"Pacific cod","Gadus macrocephalus",367.38,112,0.041626632,8825.599919,2690.5852,"4-Oct-19"
"57",-19580,160,1,"Male","NBS",2019,-729,-570554,162,201902,15,64.99464,-167.63304,65.01757,-167.65465,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,34,10.8,9.9,2.745,15.109,21720,"Pacific cod","Gadus macrocephalus",44.8,24,0.041474205,1080.189482,578.6729366,"4-Oct-19"
"58",-19580,170,2,"Male","NBS",2019,-729,-570554,162,201902,15,64.99464,-167.63304,65.01757,-167.65465,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,34,10.8,9.9,2.745,15.109,21720,"Pacific cod","Gadus macrocephalus",44.8,24,0.041474205,1080.189482,578.6729366,"4-Oct-19"
"59",-19580,670,1,"Male","NBS",2019,-729,-570554,162,201902,15,64.99464,-167.63304,65.01757,-167.65465,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,34,10.8,9.9,2.745,15.109,21720,"Pacific cod","Gadus macrocephalus",44.8,24,0.041474205,1080.189482,578.6729366,"4-Oct-19"
"60",-19581,580,2,"Female","NBS",2019,-729,-570623,162,201902,16,65.29108,-167.65873,65.31384,-167.6798,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.3,9.6,2.714,15.066,21720,"Pacific cod","Gadus macrocephalus",342.24,91,0.040889124,8369.951873,2225.530681,"4-Oct-19"
"61",-19581,700,1,"Female","NBS",2019,-729,-570623,162,201902,16,65.29108,-167.65873,65.31384,-167.6798,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.3,9.6,2.714,15.066,21720,"Pacific cod","Gadus macrocephalus",342.24,91,0.040889124,8369.951873,2225.530681,"4-Oct-19"
"62",-19581,800,1,"Male","NBS",2019,-729,-570623,162,201902,16,65.29108,-167.65873,65.31384,-167.6798,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.3,9.6,2.714,15.066,21720,"Pacific cod","Gadus macrocephalus",342.24,91,0.040889124,8369.951873,2225.530681,"4-Oct-19"
"63",-19582,140,3,"Male","NBS",2019,-729,-570649,162,201902,17,65.33323,-168.3589,65.3368,-168.41667,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.6,3.9,2.725,16.679,21720,"Pacific cod","Gadus macrocephalus",178.57,61,0.045450275,3928.909121,1342.126093,"4-Oct-19"
"64",-19582,150,1,"Male","NBS",2019,-729,-570649,162,201902,17,65.33323,-168.3589,65.3368,-168.41667,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.6,3.9,2.725,16.679,21720,"Pacific cod","Gadus macrocephalus",178.57,61,0.045450275,3928.909121,1342.126093,"4-Oct-19"
"65",-19582,150,1,"Female","NBS",2019,-729,-570649,162,201902,17,65.33323,-168.3589,65.3368,-168.41667,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.6,3.9,2.725,16.679,21720,"Pacific cod","Gadus macrocephalus",178.57,61,0.045450275,3928.909121,1342.126093,"4-Oct-19"
"66",-19582,600,1,"Male","NBS",2019,-729,-570649,162,201902,17,65.33323,-168.3589,65.3368,-168.41667,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.6,3.9,2.725,16.679,21720,"Pacific cod","Gadus macrocephalus",178.57,61,0.045450275,3928.909121,1342.126093,"4-Oct-19"
"67",-19582,730,1,"Male","NBS",2019,-729,-570649,162,201902,17,65.33323,-168.3589,65.3368,-168.41667,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.6,3.9,2.725,16.679,21720,"Pacific cod","Gadus macrocephalus",178.57,61,0.045450275,3928.909121,1342.126093,"4-Oct-19"
"68",-19582,750,2,"Male","NBS",2019,-729,-570649,162,201902,17,65.33323,-168.3589,65.3368,-168.41667,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",50,53,10.6,3.9,2.725,16.679,21720,"Pacific cod","Gadus macrocephalus",178.57,61,0.045450275,3928.909121,1342.126093,"4-Oct-19"
