"YEAR","ebs_domain","ebs_name","qq_cpue","stat_count","area_km2","ave_bio_tkm2","tot_bio_tons"
1996,"NW_inner","AK Plaice",329.117325220068,31,41328.67,10.6166879103248,438773.591138802
1997,"NW_inner","AK Plaice",328.530992681575,31,41328.67,10.5977739574702,437991.902622879
1998,"NW_inner","AK Plaice",220.9517991164,31,41328.67,7.12747739085161,294569.161018967
1999,"NW_inner","AK Plaice",689.747772271835,31,41328.67,22.2499281378011,919559.937530898
2000,"NW_inner","AK Plaice",284.361783130225,30,41328.67,9.47872610434083,391743.143186688
2001,"NW_inner","AK Plaice",681.906113118085,30,41328.67,22.7302037706028,939409.090668
2002,"NW_inner","AK Plaice",522.606769168915,31,41328.67,16.8582828764166,696730.409766073
2003,"NW_inner","AK Plaice",185.195208142974,31,41328.67,5.97403897235399,246899.085255557
2004,"NW_inner","AK Plaice",370.729408144374,31,41328.67,11.9590131659476,494250.108661102
2005,"NW_inner","AK Plaice",324.578241860954,31,41328.67,10.4702658664824,432722.162808115
2006,"NW_inner","AK Plaice",711.491426830571,31,41328.67,22.9513363493733,948548.206042252
2007,"NW_inner","AK Plaice",469.158856987709,31,41328.67,15.1341566770229,625474.567032974
2008,"NW_inner","AK Plaice",708.637608888959,31,41328.67,22.8592777060955,944743.544753576
2009,"NW_inner","AK Plaice",875.181312645719,31,41328.67,28.2316552466361,1166776.76324199
2010,"NW_inner","AK Plaice",790.70928075326,31,41328.67,25.5067509920406,1054160.09452222
2011,"NW_inner","AK Plaice",583.73369882945,31,41328.67,18.830119317079,778223.787316185
2012,"NW_inner","AK Plaice",825.845072078382,31,41328.67,26.6401636154317,1101002.53080818
2013,"NW_inner","AK Plaice",600.09646962269,31,41328.67,19.35795063299,800038.353587134
2014,"NW_inner","AK Plaice",439.155727486687,31,41328.67,14.1663137898931,585474.907738943
2015,"NW_inner","AK Plaice",414.958935137894,31,41328.67,13.3857721012224,553216.157866627
2016,"NW_inner","AK Plaice",266.710608271941,31,41328.67,8.60356800877229,355574.023057107
2017,"NW_inner","AK Plaice",495.749840535347,31,41328.67,15.9919303398499,660925.211678645
2018,"NW_inner","AK Plaice",301.897121082524,31,41328.67,9.73861680911368,402484.080360312
2019,"NW_inner","AK Plaice",230.204749331823,31,41328.67,7.42595965586526,306905.036050569
1982,"NW_middle","AK Plaice",909.366027159489,38,62875.39,23.9306849252497,1504651.1476422
1983,"NW_middle","AK Plaice",1102.01846868031,44,62875.39,25.0458742881888,1574769.11376084
1984,"NW_middle","AK Plaice",2080.51229920111,44,62875.39,47.2843704363888,2973023.23209242
1985,"NW_middle","AK Plaice",1318.1458516024,43,62875.39,30.6545546884278,1927417.08131123
1986,"NW_middle","AK Plaice",1319.73349284807,44,62875.39,29.9939430192744,1885880.86497466
1987,"NW_middle","AK Plaice",1248.58172596461,44,62875.39,28.3768574082866,1784205.97652041
1988,"NW_middle","AK Plaice",1004.15723755923,44,62875.39,22.8217553990734,1434926.77120135
1989,"NW_middle","AK Plaice",976.848026027315,45,62875.39,21.7077339117181,1364882.2357155
1990,"NW_middle","AK Plaice",1099.34951978223,44,62875.39,24.985216358687,1570955.22278683
1991,"NW_middle","AK Plaice",1197.39659912609,44,62875.39,27.2135590710476,1711063.13988016
1992,"NW_middle","AK Plaice",1079.61602231813,41,62875.39,26.3320981053204,1655640.93789028
1993,"NW_middle","AK Plaice",1064.53186379738,44,62875.39,24.193905995395,1521201.2750838
1994,"NW_middle","AK Plaice",1184.50482295952,44,62875.39,26.920564158171,1692640.97046502
1995,"NW_middle","AK Plaice",1277.7547072924,44,62875.39,29.0398797111908,1825893.76239421
1996,"NW_middle","AK Plaice",1157.84559061774,44,62875.39,26.3146725140396,1654545.29704252
1997,"NW_middle","AK Plaice",1181.61604831847,43,62875.39,27.4794429841505,1727780.69461123
1998,"NW_middle","AK Plaice",949.331326411054,44,62875.39,21.5757119638876,1356581.3042571
1999,"NW_middle","AK Plaice",762.531145549571,44,62875.39,17.3302533079448,1089646.43553582
2000,"NW_middle","AK Plaice",1300.22119197791,44,62875.39,29.5504816358616,1857998.05754264
2001,"NW_middle","AK Plaice",1335.86478566519,44,62875.39,30.3605633105726,1908932.25877194
2002,"NW_middle","AK Plaice",1110.53439066974,44,62875.39,25.2394179697668,1586938.2482221
2003,"NW_middle","AK Plaice",905.620666505289,44,62875.39,20.5822878751202,1294119.37724045
2004,"NW_middle","AK Plaice",1203.93105397308,44,62875.39,27.3620694084792,1720400.7852652
2005,"NW_middle","AK Plaice",1282.7045563494,44,62875.39,29.1523762806682,1832967.02807376
2006,"NW_middle","AK Plaice",1721.81925622526,44,62875.39,39.1322558233014,2460455.84646985
2007,"NW_middle","AK Plaice",677.25912420496,44,62875.39,15.39225282284,967793.899214666
2008,"NW_middle","AK Plaice",1015.86489225152,44,62875.39,23.0878384602618,1451656.84744596
2009,"NW_middle","AK Plaice",837.423083437178,44,62875.39,19.0323428053904,1196665.97650262
2010,"NW_middle","AK Plaice",983.11310866098,44,62875.39,22.343479742295,1404855.0027539
2011,"NW_middle","AK Plaice",760.916674792278,44,62875.39,17.2935607907336,1087339.37920608
2012,"NW_middle","AK Plaice",1309.96304639585,44,62875.39,29.7718874180876,1871919.03244835
2013,"NW_middle","AK Plaice",836.816775641862,44,62875.39,19.0185630827696,1195799.57106874
2014,"NW_middle","AK Plaice",838.31609491865,44,62875.39,19.0526385208784,1197942.07752925
2015,"NW_middle","AK Plaice",652.105086215502,44,62875.39,14.8205701412614,931849.127654166
2016,"NW_middle","AK Plaice",1049.43243008023,44,62875.39,23.850737047278,1499624.39363505
2017,"NW_middle","AK Plaice",1023.8061339356,44,62875.39,23.2683212258092,1463004.77171803
2018,"NW_middle","AK Plaice",853.62644384754,44,62875.39,19.400600996535,1219820.35389153
2019,"NW_middle","AK Plaice",611.437030011905,44,62875.39,13.8962961366342,873735.039146369
1982,"NW_outer","AK Plaice",15.6888017113344,56,88753.97,0.280157173416686,24865.0613647093
1983,"NW_outer","AK Plaice",27.3267388405968,58,88753.97,0.471150669665462,41816.4924009683
1984,"NW_outer","AK Plaice",47.7449763584112,60,88753.97,0.79574960597352,70625.9366560856
1985,"NW_outer","AK Plaice",74.0392685914816,60,88753.97,1.23398780985803,109521.317056505
1986,"NW_outer","AK Plaice",45.1751204010392,59,88753.97,0.765680006797275,67957.1403528851
1987,"NW_outer","AK Plaice",206.099118571764,53,88753.97,3.88866261456158,345134.24503292
1988,"NW_outer","AK Plaice",138.65824523269,60,88753.97,2.31097075387816,205107.82896058
1989,"NW_outer","AK Plaice",154.073072588195,59,88753.97,2.61140800996941,231772.828174585
1990,"NW_outer","AK Plaice",162.00119327025,60,88753.97,2.70001988783751,239637.484124533
1991,"NW_outer","AK Plaice",114.384978984003,59,88753.97,1.93872845735599,172069.847342319
1992,"NW_outer","AK Plaice",294.35440535563,60,88753.97,4.90590675592717,435418.701038358
1993,"NW_outer","AK Plaice",115.792647082429,60,88753.97,1.92987745137381,171284.285422908
1994,"NW_outer","AK Plaice",100.271872531424,60,88753.97,1.67119787552373,148325.446108297
1995,"NW_outer","AK Plaice",120.954292612507,60,88753.97,2.01590487687512,178919.560965028
1996,"NW_outer","AK Plaice",135.855442530315,60,88753.97,2.26425737550525,200961.831177872
1997,"NW_outer","AK Plaice",190.063197814178,61,88753.97,3.11579012810127,276538.743555796
1998,"NW_outer","AK Plaice",235.670821692592,60,88753.97,3.92784702820987,348612.017306328
1999,"NW_outer","AK Plaice",141.465258405865,60,88753.97,2.35775430676441,209260.05500994
2000,"NW_outer","AK Plaice",82.0558091603536,59,88753.97,1.39077642644667,123436.929229555
2001,"NW_outer","AK Plaice",166.492394763746,60,88753.97,2.77487324606243,246281.016834827
2002,"NW_outer","AK Plaice",112.931681132248,60,88753.97,1.88219468553747,167052.250654352
2003,"NW_outer","AK Plaice",48.0913120612584,60,88753.97,0.80152186768764,71138.2477990928
2004,"NW_outer","AK Plaice",31.4445792837792,59,88753.97,0.532958970911512,47302.2245155112
2005,"NW_outer","AK Plaice",23.0541880749664,58,88753.97,0.397486001292524,35278.4606341367
2006,"NW_outer","AK Plaice",21.0643979088488,60,88753.97,0.351073298480813,31159.1490011672
2007,"NW_outer","AK Plaice",26.6688282984904,60,88753.97,0.444480471641507,39449.4064456561
2008,"NW_outer","AK Plaice",13.7446412985464,60,88753.97,0.229077354975773,20331.5246911991
2009,"NW_outer","AK Plaice",10.0642002290192,60,88753.97,0.167736670483653,14887.2954200061
2010,"NW_outer","AK Plaice",5.4154487932336,60,88753.97,0.0902574798872267,8010.70966218652
2011,"NW_outer","AK Plaice",4.5976382786224,60,88753.97,0.0766273046437067,6800.9774975284
2012,"NW_outer","AK Plaice",5.0058581104488,60,88753.97,0.08343096850748,7404.82967598383
2013,"NW_outer","AK Plaice",10.723971211712,60,88753.97,0.178732853528533,15863.2503200858
2014,"NW_outer","AK Plaice",35.4552975163552,60,88753.97,0.590921625272587,52446.6402017944
2015,"NW_outer","AK Plaice",11.3750274990264,60,88753.97,0.18958379165044,16826.3141566294
2016,"NW_outer","AK Plaice",7.2868561873008,60,88753.97,0.12144760312168,10778.9569240335
2017,"NW_outer","AK Plaice",11.1150554065584,60,88753.97,0.18525092344264,16441.7549017004
2018,"NW_outer","AK Plaice",4.8897274506872,60,88753.97,0.0814954575114533,7233.0453911078
2019,"NW_outer","AK Plaice",23.2328882891864,60,88753.97,0.387214804819773,34366.85117053
1982,"Pribs","AK Plaice",225.019603499601,38,33177.95,5.92156851314739,196465.504050778
1983,"Pribs","AK Plaice",318.181655453209,39,33177.95,8.15850398597971,270682.437321636
1984,"Pribs","AK Plaice",608.582428726888,39,33177.95,15.6046776596638,517731.215158442
1985,"Pribs","AK Plaice",578.12368711805,39,33177.95,14.8236842850782,491819.45602611
1986,"Pribs","AK Plaice",624.937757757782,39,33177.95,16.0240450707123,531644.966153841
1987,"Pribs","AK Plaice",559.067781699108,39,33177.95,14.3350713256182,475608.279687793
1988,"Pribs","AK Plaice",409.73912636001,39,33177.95,10.5061314451285,348571.903779899
1989,"Pribs","AK Plaice",335.925068997408,39,33177.95,8.61346330762585,285777.054947245
1990,"Pribs","AK Plaice",426.027969119421,39,33177.95,10.9237940799851,362429.093796043
1991,"Pribs","AK Plaice",435.435825493143,38,33177.95,11.4588375129775,380180.73806369
1992,"Pribs","AK Plaice",624.770416022931,39,33177.95,16.0197542569982,531502.605750975
1993,"Pribs","AK Plaice",407.448826080226,39,33177.95,10.4474057969289,346623.507160216
1994,"Pribs","AK Plaice",578.474037455846,39,33177.95,14.832667627073,492117.504897646
1995,"Pribs","AK Plaice",622.858862279368,40,33177.95,15.5714715569842,516629.504744044
1996,"Pribs","AK Plaice",452.03565558426,40,33177.95,11.3008913896065,374940.409479795
1997,"Pribs","AK Plaice",536.416525887986,39,33177.95,13.7542698945637,456338.478848341
1998,"Pribs","AK Plaice",307.065229195692,38,33177.95,8.08066392620242,268099.863710348
1999,"Pribs","AK Plaice",191.900921441838,40,33177.95,4.79752303604596,159171.979413781
2000,"Pribs","AK Plaice",205.3706092053,40,33177.95,5.1342652301325,170344.395092075
2001,"Pribs","AK Plaice",167.330082617254,39,33177.95,4.29051493890394,142350.490117208
2002,"Pribs","AK Plaice",201.619765147266,39,33177.95,5.16973756787863,171521.294540199
2003,"Pribs","AK Plaice",171.88600785957,39,33177.95,4.40733353486078,146226.291652934
2004,"Pribs","AK Plaice",214.376316658583,39,33177.95,5.49682863227136,182373.505520068
2005,"Pribs","AK Plaice",370.97028624135,39,33177.95,9.51205862157309,315590.605343621
2006,"Pribs","AK Plaice",379.550246554125,39,33177.95,9.73205760395192,322889.720581036
2007,"Pribs","AK Plaice",275.801993910124,39,33177.95,7.07184599769549,234629.352919241
2008,"Pribs","AK Plaice",170.675644381229,39,33177.95,4.37629857387766,145196.615269184
2009,"Pribs","AK Plaice",163.861242184948,39,33177.95,4.20157031243456,139399.489747438
2010,"Pribs","AK Plaice",185.895223393088,39,33177.95,4.76654418956636,158144.164794223
2011,"Pribs","AK Plaice",165.503815386888,39,33177.95,4.24368757402277,140796.854146549
2012,"Pribs","AK Plaice",275.62182492702,39,33177.95,7.06722628018,234476.080162498
2013,"Pribs","AK Plaice",172.45393182805,39,33177.95,4.42189568789873,146709.43403832
2014,"Pribs","AK Plaice",260.984465900778,39,33177.95,6.69190938207124,222023.83488289
2015,"Pribs","AK Plaice",158.845494364014,39,33177.95,4.07296139394907,135132.509480372
2016,"Pribs","AK Plaice",297.595097021288,39,33177.95,7.63064351336636,253169.108954293
2017,"Pribs","AK Plaice",348.52328722303,39,33177.95,8.93649454418025,296494.569162085
2018,"Pribs","AK Plaice",459.405448254544,39,33177.95,11.7796268783216,390823.871587612
2019,"Pribs","AK Plaice",320.38588587639,39,33177.95,8.21502271477924,272557.61287981
1982,"SE_inner","AK Plaice",1186.67301958608,57,78702.64,20.818824905019,1638496.48172275
1983,"SE_inner","AK Plaice",766.850305247787,58,78702.64,13.2215569870308,1040571.43978977
1984,"SE_inner","AK Plaice",582.018960116343,58,78702.64,10.0348096571783,789766.01191743
1985,"SE_inner","AK Plaice",350.872142422322,58,78702.64,6.04951969693659,476113.17088091
1986,"SE_inner","AK Plaice",406.957963519193,58,78702.64,7.01651661239988,552218.380999727
1987,"SE_inner","AK Plaice",456.794956358048,58,78702.64,7.87577510962152,619844.293173503
1988,"SE_inner","AK Plaice",1095.10360269236,58,78702.64,18.8810965981442,1485992.14836896
1989,"SE_inner","AK Plaice",612.879361055993,58,78702.64,10.5668855354482,831641.788217583
1990,"SE_inner","AK Plaice",492.59658957725,58,78702.64,8.49304464788363,668425.035426312
1991,"SE_inner","AK Plaice",643.925120628803,58,78702.64,11.1021572522207,873769.085444918
1992,"SE_inner","AK Plaice",527.461637838089,57,78702.64,9.25371294452787,728291.638536517
1993,"SE_inner","AK Plaice",893.906157558207,58,78702.64,15.4121751303139,1212978.87089805
1994,"SE_inner","AK Plaice",1082.44398992739,58,78702.64,18.6628274125412,1468813.78723136
1995,"SE_inner","AK Plaice",689.678250544659,58,78702.64,11.8910043197355,935853.432214588
1996,"SE_inner","AK Plaice",732.998120009355,58,78702.64,12.637898620851,994635.985513329
1997,"SE_inner","AK Plaice",812.961521017562,58,78702.64,14.0165779485787,1103141.68831892
1998,"SE_inner","AK Plaice",547.036116591008,58,78702.64,9.43165718260359,742296.319845864
1999,"SE_inner","AK Plaice",739.027905867803,56,78702.64,13.1969268904965,1038632.98616906
2000,"SE_inner","AK Plaice",526.23139702085,57,78702.64,9.23212977229562,726592.985902264
2001,"SE_inner","AK Plaice",412.30947190701,58,78702.64,7.10878399839672,559480.067863577
2002,"SE_inner","AK Plaice",349.273926040679,58,78702.64,6.02196424208068,473944.483837348
2003,"SE_inner","AK Plaice",1289.02956475353,59,78702.64,21.8479587246362,1719492.0302399
2004,"SE_inner","AK Plaice",499.994386774256,59,78702.64,8.47448113176705,666964.037700255
2005,"SE_inner","AK Plaice",501.97869353654,58,78702.64,8.65480506097483,681156.00698408
2006,"SE_inner","AK Plaice",679.936494044641,58,78702.64,11.7230430007697,922634.432994095
2007,"SE_inner","AK Plaice",603.160419432639,58,78702.64,10.3993175764248,818453.747463035
2008,"SE_inner","AK Plaice",628.27969655851,57,78702.64,11.022450816816,867495.978553572
2009,"SE_inner","AK Plaice",1321.46801098215,58,78702.64,22.7839312238302,1793155.53689387
2010,"SE_inner","AK Plaice",755.037192949626,58,78702.64,13.0178826370625,1024541.73074698
2011,"SE_inner","AK Plaice",627.1765532087,58,78702.64,10.8133888484259,851042.249717675
2012,"SE_inner","AK Plaice",689.280801684649,58,78702.64,11.8841517531836,935314.117136178
2013,"SE_inner","AK Plaice",429.587187797055,58,78702.64,7.40667565167337,582924.927410414
2014,"SE_inner","AK Plaice",405.452965002721,58,78702.64,6.99056836211588,550176.185198996
2015,"SE_inner","AK Plaice",335.093256219436,58,78702.64,5.77746993481786,454702.136390794
2016,"SE_inner","AK Plaice",243.107688141912,58,78702.64,4.19151186451572,329883.04932871
2017,"SE_inner","AK Plaice",616.494197115368,58,78702.64,10.6292102950926,836546.911338963
2018,"SE_inner","AK Plaice",373.831350109457,58,78702.64,6.44536810533546,507267.485661699
2019,"SE_inner","AK Plaice",352.220374339909,58,78702.64,6.07276507482601,477942.643488605
1982,"SE_middle","AK Plaice",1425.76969574164,68,94983.17,20.9672014079654,1991531.25575701
1983,"SE_middle","AK Plaice",1403.6657032167,69,94983.17,20.3429812060391,1932240.84220002
1984,"SE_middle","AK Plaice",1276.61885935544,69,94983.17,18.5017225993541,1757352.2629473
1985,"SE_middle","AK Plaice",1242.67776464056,68,94983.17,18.27467300942,1735786.37314815
1986,"SE_middle","AK Plaice",1080.94555191193,68,94983.17,15.8962581163519,1509876.98702934
1987,"SE_middle","AK Plaice",876.045242503288,68,94983.17,12.8830182721072,1223669.91465266
1988,"SE_middle","AK Plaice",1792.14988338464,66,94983.17,27.1537861118885,2579152.68240915
1989,"SE_middle","AK Plaice",1185.18780049058,67,94983.17,17.6893701565759,1680192.45277497
1990,"SE_middle","AK Plaice",894.539196947211,68,94983.17,13.1549881904002,1249502.47963677
1991,"SE_middle","AK Plaice",786.517022686622,68,94983.17,11.566426804215,1098615.88343731
1992,"SE_middle","AK Plaice",763.616467836922,68,94983.17,11.2296539387783,1066628.12910814
1993,"SE_middle","AK Plaice",971.913256330852,69,94983.17,14.0856993671138,1337904.37755546
1994,"SE_middle","AK Plaice",947.369247017882,69,94983.17,13.7299890872157,1304117.88756915
1995,"SE_middle","AK Plaice",933.330166517056,69,94983.17,13.5265241524211,1284792.14307852
1996,"SE_middle","AK Plaice",913.568272854538,69,94983.17,13.2401198964426,1257588.55894419
1997,"SE_middle","AK Plaice",1337.55553448653,69,94983.17,19.3848628186454,1841235.72053007
1998,"SE_middle","AK Plaice",839.369691798106,69,94983.17,12.1647781420015,1155449.19027402
1999,"SE_middle","AK Plaice",758.39146940898,69,94983.17,10.9911807160722,1043977.1864554
2000,"SE_middle","AK Plaice",626.347775886422,69,94983.17,9.07750399835394,862210.105451332
2001,"SE_middle","AK Plaice",880.825791466931,69,94983.17,12.7655911806802,1212516.31726504
2002,"SE_middle","AK Plaice",664.36666261291,69,94983.17,9.62850235670885,914545.676192677
2003,"SE_middle","AK Plaice",665.633133062621,68,94983.17,9.78872254503854,929763.897578228
2004,"SE_middle","AK Plaice",1024.50291789417,68,94983.17,15.0662193807967,1431037.27670351
2005,"SE_middle","AK Plaice",1062.29904133992,69,94983.17,15.3956382802887,1462326.52803517
2006,"SE_middle","AK Plaice",991.082550707638,69,94983.17,14.3635152276469,1364292.20866518
2007,"SE_middle","AK Plaice",986.077475940594,69,94983.17,14.2909779121825,1357402.38449908
2008,"SE_middle","AK Plaice",1083.50639942015,69,94983.17,15.7029912959442,1491519.89177119
2009,"SE_middle","AK Plaice",612.553098527894,69,94983.17,8.87758113808541,843220.79842756
2010,"SE_middle","AK Plaice",855.833220136787,69,94983.17,12.4033800019824,1178112.3513029
2011,"SE_middle","AK Plaice",1591.500582798,69,94983.17,23.0652258376522,2190808.26682611
2012,"SE_middle","AK Plaice",1086.04110284223,69,94983.17,15.7397261281483,1495009.08258335
2013,"SE_middle","AK Plaice",1579.73633154471,69,94983.17,22.894729442677,2174613.97875779
2014,"SE_middle","AK Plaice",1276.7594694966,69,94983.17,18.5037604274869,1757545.82232326
2015,"SE_middle","AK Plaice",961.911331902514,69,94983.17,13.9407439406161,1324136.05163801
2016,"SE_middle","AK Plaice",1079.87315479076,69,94983.17,15.6503355766777,1486518.48463662
2017,"SE_middle","AK Plaice",905.959364609939,69,94983.17,13.1298458639122,1247114.38176577
2018,"SE_middle","AK Plaice",907.740687512454,69,94983.17,13.1556621378617,1249566.49330308
2019,"SE_middle","AK Plaice",786.994764245624,69,94983.17,11.4057212209511,1083351.5577022
1982,"SE_outer","AK Plaice",13.641925394592,23,38989.6,0.593127191069217,23125.7919289124
1983,"SE_outer","AK Plaice",21.1489989965672,25,38989.6,0.845959959862688,32983.6404510623
1984,"SE_outer","AK Plaice",3.2741795962128,25,38989.6,0.130967183848512,5106.35811137994
1985,"SE_outer","AK Plaice",0.3220520572984,25,38989.6,0.012882082291936,502.267235729668
1986,"SE_outer","AK Plaice",0.4290763499792,26,38989.6,0.0165029365376615,643.442894428808
1988,"SE_outer","AK Plaice",1.1910736469984,27,38989.6,0.0441138387777185,1719.98092840773
1989,"SE_outer","AK Plaice",0.5863325384928,26,38989.6,0.0225512514804923,879.264274723803
1991,"SE_outer","AK Plaice",1.4678876226696,26,38989.6,0.0564572162565231,2201.24427895533
1992,"SE_outer","AK Plaice",0.1717480415024,26,38989.6,0.00660569390393846,257.553363036999
1994,"SE_outer","AK Plaice",0.2309883864904,26,38989.6,0.00888416871116923,346.390184381004
2006,"SE_outer","AK Plaice",1.3597862328072,26,38989.6,0.0522994704925846,2039.13543471768
2016,"SE_outer","AK Plaice",0.5863325384928,26,38989.6,0.0225512514804923,879.264274723803
2017,"SE_outer","AK Plaice",2.0134863041128,26,38989.6,0.0774417809274154,3019.42406164755
2018,"SE_outer","AK Plaice",1.4162848758784,26,38989.6,0.0544724952260923,2123.86079986725
2019,"SE_outer","AK Plaice",1.3687946819624,26,38989.6,0.0526459493062462,2052.64450507081
1982,"StMatt","AK Plaice",129.217684271817,19,27782.66,6.80093075114825,188947.946742697
1983,"StMatt","AK Plaice",421.579068169785,29,27782.66,14.537209247234,403882.341864757
1984,"StMatt","AK Plaice",312.857270330783,29,27782.66,10.7881817355442,299724.385176836
1985,"StMatt","AK Plaice",194.290902169883,29,27782.66,6.69968628172011,186135.106071694
1986,"StMatt","AK Plaice",141.03696539929,29,27782.66,4.86334363445829,135116.622659319
1987,"StMatt","AK Plaice",194.619025138569,25,27782.66,7.78476100554275,216281.368198252
1988,"StMatt","AK Plaice",210.746401238666,28,27782.66,7.5266571870952,209110.557565622
1989,"StMatt","AK Plaice",323.651938284778,29,27782.66,11.1604116649924,310065.922748517
1990,"StMatt","AK Plaice",238.110936398544,26,27782.66,9.15811293840554,254436.738009322
1991,"StMatt","AK Plaice",273.446774045667,27,27782.66,10.1276582979877,281373.28708917
1992,"StMatt","AK Plaice",157.634641296044,29,27782.66,5.43567728607048,151017.573908619
1993,"StMatt","AK Plaice",132.573919089682,29,27782.66,4.57151445136836,127008.831687454
1994,"StMatt","AK Plaice",326.17283527935,28,27782.66,11.6490298314054,323641.035135793
1995,"StMatt","AK Plaice",164.015169163991,29,27782.66,5.65569548841349,157130.264818126
1996,"StMatt","AK Plaice",297.202739893409,28,27782.66,10.6143835676217,294895.809768822
1997,"StMatt","AK Plaice",445.32984436747,29,27782.66,15.3562015299127,426636.125997046
