LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,WTCPUE,NUMCPUE,COMMON,SCIENTIFIC,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL       
58.98244,-171.78222,M-23,41,2017,7/20/2017 7:33,6.6694,10.2969,arrowtooth flounder,Atheresthes stomias,10110,87,0.8,8.4,94,201701,165
59.67385,-171.87862,O-23,43,2017,7/20/2017 18:56,1.7434,0.6444,arrowtooth flounder,Atheresthes stomias,10110,78,-0.3,8.8,94,201701,169
59.33006,-172.4683,N-24,43,2017,7/21/2017 7:32,6.6838,6.6451,arrowtooth flounder,Atheresthes stomias,10110,88,1,9.3,94,201701,170
59.3298,-173.13418,N-25,43,2017,7/21/2017 10:11,20.4954,28.1853,arrowtooth flounder,Atheresthes stomias,10110,100,2.4,10.1,94,201701,171
59.49188,-172.87118,ON2524,43,2017,7/21/2017 12:27,6.9396,8.1809,arrowtooth flounder,Atheresthes stomias,10110,93,0.8,11.5,94,201701,172
59.65941,-173.21878,O-25,43,2017,7/21/2017 14:32,1.8175,2.4629,arrowtooth flounder,Atheresthes stomias,10110,95,1,12.9,94,201701,173
59.82261,-173.58845,PO2625,43,2017,7/21/2017 16:36,6.2471,7.4755,arrowtooth flounder,Atheresthes stomias,10110,95,1.3,10.9,94,201701,174
59.83993,-172.90504,PO2524,43,2017,7/22/2017 7:41,2.173,2.6966,arrowtooth flounder,Atheresthes stomias,10110,80,0.4,10.6,94,201701,175
59.65857,-172.58098,O-24,43,2017,7/22/2017 10:14,1.856,2.1954,arrowtooth flounder,Atheresthes stomias,10110,84,0.6,10.8,94,201701,176
60.68029,-174.79763,R-27,41,2017,7/25/2017 7:36,0.6467,0.2526,arrowtooth flounder,Atheresthes stomias,10110,98,0.7,9.6,94,201701,189
60.34384,-174.72986,Q-27,62,2017,7/25/2017 10:16,11.618,12.9518,arrowtooth flounder,Atheresthes stomias,10110,103,1.7,9.5,94,201701,190
60.01571,-174.59139,P-27,62,2017,7/25/2017 12:58,31.4457,42.6825,arrowtooth flounder,Atheresthes stomias,10110,108,1.9,9.8,94,201701,191
59.677,-174.46019,O-27,62,2017,7/25/2017 15:40,33.0382,41.4657,arrowtooth flounder,Atheresthes stomias,10110,115,2.6,9.8,94,201701,192
59.34241,-174.43489,N-27,62,2017,7/25/2017 18:22,31.5607,25.0123,arrowtooth flounder,Atheresthes stomias,10110,120,3,10.1,94,201701,193
58.99964,-174.33945,M-27,61,2017,7/26/2017 7:35,19.9992,20.8715,arrowtooth flounder,Atheresthes stomias,10110,128,3.4,10,94,201701,194
59.01069,-174.97779,M-28,61,2017,7/26/2017 10:20,22.5945,20.274,arrowtooth flounder,Atheresthes stomias,10110,130,3.2,10.3,94,201701,195
59.01284,-175.71821,M-29,61,2017,7/26/2017 13:24,25.6285,24.1916,arrowtooth flounder,Atheresthes stomias,10110,134,3,10.5,94,201701,196
59.00121,-176.28683,M-30,61,2017,7/26/2017 15:54,13.088,8.6177,arrowtooth flounder,Atheresthes stomias,10110,135,3.1,12,94,201701,197
59.33479,-175.76939,N-29,61,2017,7/28/2017 7:44,6.3281,5.8644,arrowtooth flounder,Atheresthes stomias,10110,137,2.9,10.3,94,201701,198
59.66879,-175.8888,O-29,61,2017,7/28/2017 10:58,6.4884,6.1145,arrowtooth flounder,Atheresthes stomias,10110,138,3.1,10.2,94,201701,199
59.9819,-175.94434,P-29,61,2017,7/28/2017 14:05,18.1045,16.091,arrowtooth flounder,Atheresthes stomias,10110,130,2.9,10.3,94,201701,200
59.99783,-176.6828,P-30,61,2017,7/28/2017 17:40,2.8652,2.3274,arrowtooth flounder,Atheresthes stomias,10110,141,2.6,10.3,94,201701,201
60.33185,-176.0002,Q-29,61,2017,7/29/2017 7:37,22.9723,27.0142,arrowtooth flounder,Atheresthes stomias,10110,121,2.7,10.1,94,201701,202
60.34161,-176.69,Q-30,61,2017,7/29/2017 10:22,4.1184,5.61,arrowtooth flounder,Atheresthes stomias,10110,137,2.6,10.7,94,201701,203
60.65346,-176.79261,R-30,61,2017,7/29/2017 13:04,20.3428,23.8199,arrowtooth flounder,Atheresthes stomias,10110,130,2.5,10.8,94,201701,204
60.68231,-176.23854,R-29,61,2017,7/29/2017 15:33,12.6719,16.5292,arrowtooth flounder,Atheresthes stomias,10110,119,2.3,12.7,94,201701,205
60.99147,-176.27536,S-29,90,2017,7/29/2017 18:13,11.5222,17.2743,arrowtooth flounder,Atheresthes stomias,10110,112,1.9,11.5,94,201701,206
60.98397,-175.55396,S-28,90,2017,7/30/2017 7:42,1.3077,1.7699,arrowtooth flounder,Atheresthes stomias,10110,103,1.4,11,94,201701,207
61.66497,-175.752,U-28,82,2017,7/30/2017 12:50,0.146,0.1922,arrowtooth flounder,Atheresthes stomias,10110,95,0.5,11,94,201701,209
57.67285,-159.60909,I-14,10,2017,6/5/2017 12:43,0.793,1.086,arrowtooth flounder,Atheresthes stomias,10110,49,3.4,3.5,162,201701,7
57.00806,-160.33793,G-13,31,2017,6/6/2017 9:44,0.3234,0.6511,arrowtooth flounder,Atheresthes stomias,10110,64,3.6,4.3,162,201701,11
56.67948,-160.35199,F-13,31,2017,6/6/2017 12:22,0.6566,1.0311,arrowtooth flounder,Atheresthes stomias,10110,59,3.4,5.3,162,201701,12
56.67107,-160.98164,F-12,31,2017,6/6/2017 15:01,1.0266,1.9659,arrowtooth flounder,Atheresthes stomias,10110,66,2.9,5.5,162,201701,13
56.34861,-160.97008,E-12,10,2017,6/6/2017 17:53,8.5743,9.9332,arrowtooth flounder,Atheresthes stomias,10110,53,4,6.1,162,201701,14
55.98863,-162.26103,D-10,31,2017,6/7/2017 7:04,7.6423,17.9311,arrowtooth flounder,Atheresthes stomias,10110,71,2.9,5.8,162,201701,15
55.32024,-164.03909,B-07,31,2017,6/18/2017 7:00,12.4172,22.9839,arrowtooth flounder,Atheresthes stomias,10110,78,4.7,9.3,162,201701,16
55.68814,-164.00868,C-07,31,2017,6/18/2017 9:53,35.067,111.6465,arrowtooth flounder,Atheresthes stomias,10110,94,2.4,9.7,162,201701,17
55.98589,-164.03443,D-07,31,2017,6/18/2017 12:53,53.958,132.5652,arrowtooth flounder,Atheresthes stomias,10110,91,1.9,9.5,162,201701,18
56.32162,-164.01029,E-07,31,2017,6/18/2017 15:34,22.1219,42.3941,arrowtooth flounder,Atheresthes stomias,10110,87,1.5,9.3,162,201701,19
56.65495,-164.02061,F-07,31,2017,6/18/2017 18:13,0.5902,2.3083,arrowtooth flounder,Atheresthes stomias,10110,75,0.4,8.9,162,201701,20
56.68511,-164.5831,F-06,31,2017,6/19/2017 17:47,5.0221,18.3535,arrowtooth flounder,Atheresthes stomias,10110,75,1.4,8.9,162,201701,25
56.34095,-164.5801,E-06,31,2017,6/20/2017 7:00,15.3227,51.5456,arrowtooth flounder,Atheresthes stomias,10110,87,1.6,9.2,162,201701,26
56.00439,-164.59015,D-06,31,2017,6/20/2017 9:50,44.2675,92.3857,arrowtooth flounder,Atheresthes stomias,10110,92,2.5,9.5,162,201701,27
55.68056,-164.5949,C-06,31,2017,6/20/2017 13:39,23.7377,62.9214,arrowtooth flounder,Atheresthes stomias,10110,96,3.1,9.6,162,201701,29
54.8329,-165.49379,AZ0504,50,2017,6/23/2017 7:06,33.5167,65.5719,arrowtooth flounder,Atheresthes stomias,10110,157,4.3,8.3,162,201701,30
54.99454,-165.74737,A-04,50,2017,6/23/2017 10:14,21.8473,45.1881,arrowtooth flounder,Atheresthes stomias,10110,129,4.3,8.9,162,201701,31
55.3198,-165.78853,B-04,50,2017,6/23/2017 13:02,23.932,63.4195,arrowtooth flounder,Atheresthes stomias,10110,120,4.4,9.3,162,201701,32
55.64828,-165.80178,C-04,50,2017,6/23/2017 15:35,36.793,76.0231,arrowtooth flounder,Atheresthes stomias,10110,118,4.5,10,162,201701,33
55.98898,-165.78632,D-04,31,2017,6/23/2017 18:12,50.5767,192.1018,arrowtooth flounder,Atheresthes stomias,10110,108,3.9,10.2,162,201701,34
56.3136,-165.79794,E-04,31,2017,6/24/2017 7:11,21.3763,61.9933,arrowtooth flounder,Atheresthes stomias,10110,93,2,9.2,162,201701,35
56.65509,-165.83672,F-04,31,2017,6/24/2017 9:59,1.8554,4.0763,arrowtooth flounder,Atheresthes stomias,10110,78,1.4,9.1,162,201701,36
56.68705,-166.43166,F-03,31,2017,6/25/2017 17:43,2.6768,7.3986,arrowtooth flounder,Atheresthes stomias,10110,83,1.6,8.1,162,201701,43
56.35978,-166.41062,E-03,31,2017,6/26/2017 6:58,12.7451,36.8902,arrowtooth flounder,Atheresthes stomias,10110,103,2.8,8.4,162,201701,44
56.01304,-166.40003,D-03,50,2017,6/26/2017 10:07,15.5879,36.5402,arrowtooth flounder,Atheresthes stomias,10110,125,4.3,8.4,162,201701,45
55.68056,-166.38265,C-03,50,2017,6/26/2017 12:47,11.8806,22.9335,arrowtooth flounder,Atheresthes stomias,10110,127,4.2,8.4,162,201701,46
55.35403,-166.34207,B-03,50,2017,6/26/2017 15:24,17.3036,26.2391,arrowtooth flounder,Atheresthes stomias,10110,131,4.4,7.5,162,201701,47
55.01922,-166.32267,A-03,50,2017,6/26/2017 18:07,14.4865,33.6896,arrowtooth flounder,Atheresthes stomias,10110,142,4.3,8.2,162,201701,48
55.00082,-166.93641,A-02,50,2017,6/27/2017 7:06,24.5568,43.5808,arrowtooth flounder,Atheresthes stomias,10110,156,4.3,7.5,162,201701,49
55.3266,-166.97147,B-02,50,2017,6/27/2017 9:44,18.811,27.4103,arrowtooth flounder,Atheresthes stomias,10110,141,4.4,7.8,162,201701,50
55.66675,-166.98276,C-02,50,2017,6/27/2017 12:25,11.9285,14.7881,arrowtooth flounder,Atheresthes stomias,10110,135,4.3,8.2,162,201701,51
55.99219,-167.00976,D-02,50,2017,6/27/2017 15:14,25.9381,51.0697,arrowtooth flounder,Atheresthes stomias,10110,134,4.2,8.4,162,201701,52
56.32461,-167.03521,E-02,50,2017,6/27/2017 17:50,31.4013,61.2048,arrowtooth flounder,Atheresthes stomias,10110,113,3.7,8.4,162,201701,53
56.66576,-167.06858,F-02,31,2017,6/28/2017 7:01,14.5918,25.5753,arrowtooth flounder,Atheresthes stomias,10110,95,1.7,8,162,201701,54
56.994,-167.08948,G-02,31,2017,6/28/2017 9:46,1.2103,0.8385,arrowtooth flounder,Atheresthes stomias,10110,74,1.5,8.2,162,201701,55
57.85725,-169.35317,JI2019,42,2017,7/2/2017 15:16,1.1518,1.3886,arrowtooth flounder,Atheresthes stomias,10110,67,1.2,8.5,162,201701,76
57.99035,-169.68222,J-20,42,2017,7/2/2017 17:43,5.5655,8.8954,arrowtooth flounder,Atheresthes stomias,10110,70,1.7,8.5,162,201701,77
57.84945,-169.99075,JI2120,42,2017,7/3/2017 7:00,21.7961,40.0359,arrowtooth flounder,Atheresthes stomias,10110,72,2.1,8.4,162,201701,78
57.67822,-169.65565,I-20,42,2017,7/3/2017 9:19,5.2939,7.4281,arrowtooth flounder,Atheresthes stomias,10110,70,2,8.5,162,201701,79
57.51702,-169.99259,IH2120,42,2017,7/3/2017 11:37,26.3746,44.8016,arrowtooth flounder,Atheresthes stomias,10110,68,2.7,8.4,162,201701,80
57.35334,-169.60972,H-20,42,2017,7/3/2017 14:06,17.2328,35.5857,arrowtooth flounder,Atheresthes stomias,10110,63,3,8.4,162,201701,81
57.17871,-169.87973,HG2120,42,2017,7/3/2017 16:28,0.0833,0.2136,arrowtooth flounder,Atheresthes stomias,10110,50,5.4,6.1,162,201701,82
57.65719,-170.26227,I-21,42,2017,7/4/2017 7:03,39.5758,50.951,arrowtooth flounder,Atheresthes stomias,10110,73,2.8,8.6,162,201701,84
57.83212,-170.60035,JI2221,42,2017,7/4/2017 9:29,37.3403,51.1966,arrowtooth flounder,Atheresthes stomias,10110,78,2.7,8.5,162,201701,85
57.6694,-170.90131,I-22,42,2017,7/4/2017 11:59,19.9593,21.3365,arrowtooth flounder,Atheresthes stomias,10110,85,3.1,8.4,162,201701,86
57.51269,-170.61047,IH2221,42,2017,7/4/2017 14:17,9.9216,23.2208,arrowtooth flounder,Atheresthes stomias,10110,75,3.5,8.3,162,201701,87
57.99392,-170.33133,J-21,42,2017,7/7/2017 7:46,21.9427,42.0723,arrowtooth flounder,Atheresthes stomias,10110,75,2.5,8,162,201701,89
57.99045,-170.94465,J-22,42,2017,7/7/2017 10:42,37.2956,40.8635,arrowtooth flounder,Atheresthes stomias,10110,87,2.6,8,162,201701,90
58.31371,-171.01716,K-22,41,2017,7/7/2017 13:33,5.4921,6.0601,arrowtooth flounder,Atheresthes stomias,10110,84,1.5,7.9,162,201701,91
